X,Y,Name,description,altitudeMode,STATUS,SYSTEMSTOP,OWLROUTES,CITY,POS,CROSS_ST,PUBLIC_NAME,SHAPE,STREET,POINT_X,POINT_Y,ROUTESSTPG,DIR,Field_1
-87.683806083,41.78067197,Western & 62nd Street,,clampToGround,In Service,"18302",N49,CHICAGO,FS,62ND STREET,"Western &amp; 62nd Street",Point,WESTERN,"-87.683806","41.780672","49",SB,"Western &amp; 62nd Street"
-87.683579162,41.781597202,Western & 62nd Street,,clampToGround,In Service,"18303",N49,CHICAGO,FS,62ND STREET,"Western &amp; 62nd Street",Point,WESTERN,"-87.683579","41.781597","49",NB,"Western &amp; 62nd Street"
-87.684507869,41.793925925,55th Street & Western Avenue,,clampToGround,In Service,"10611",N55,CHICAGO,FS,WESTERN AVENUE,"55th Street &amp; Western Avenue",Point,55TH STREET,"-87.684508","41.793926","55",WB,"55th Street &amp; Western Avenue"
-87.684327114,41.808345442,Western & 47th Street,,clampToGround,In Service,"8339",N49,CHICAGO,NS,47TH STREET,"Western &amp; 47th Street",Point,WESTERN,"-87.684327","41.808345","48,49,X49",NB,"Western &amp; 47th Street"
-87.656515051,41.867105327,Roosevelt & Racine,,clampToGround,In Service,"336",,CHICAGO,NS,RACINE,"Roosevelt &amp; Racine",Point,ROOSEVELT,"-87.656515","41.867105","12",WB,"Roosevelt &amp; Racine"
-87.654408,41.779499,Racine & 63rd Street,,clampToGround,In Service,"5066",,CHICAGO,NS,63RD STREET,"Racine &amp; 63rd Street",Point,RACINE,"-87.654408","41.779499","44",NB,"Racine &amp; 63rd Street"
-87.654119999,41.84344,Archer & Throop,,clampToGround,In Service,"4445",N62,CHICAGO,NS,THROOP,"Archer &amp; Throop",Point,ARCHER,"-87.65412","41.84344","62",NEB,"Archer &amp; Throop"
-87.654194999,41.881722,Madison & Aberdeen,,clampToGround,In Service,"460",N20,CHICAGO,NS,ABERDEEN (east leg),"Madison &amp; Aberdeen",Point,MADISON,"-87.654195","41.881722","20",WB,"Madison &amp; Aberdeen"
-87.65077833,41.736067227,87th Street & Aberdeen,,clampToGround,In Service,"9500",N87,CHICAGO,NS,ABERDEEN,"87th Street &amp; Aberdeen",Point,87TH STREET,"-87.650778","41.736067","24,87",WB,"87th Street &amp; Aberdeen"
-87.648402757,41.857982158,18th Street & Peoria,,clampToGround,In Service,"6772",,CHICAGO,NS,PEORIA (east leg),"18th Street &amp; Peoria",Point,18TH STREET,"-87.648403","41.857982","18",EB,"18th Street &amp; Peoria"
-87.647396057,41.880311613,Halsted & Monroe,,clampToGround,In Service,"15352",,CHICAGO,FS,MONROE,"Halsted &amp; Monroe",Point,HALSTED,"-87.647396","41.880312","8",SB,"Halsted &amp; Monroe"
-87.648591465,41.918084674,Halsted & Armitage,,clampToGround,In Service,"18468",,CHICAGO,FS,ARMITAGE,"Halsted &amp; Armitage",Point,HALSTED,"-87.648591","41.918085","8",SB,"Halsted &amp; Armitage"
-87.647368193,41.94763398,Broadway & Addison,,clampToGround,In Service,"14452",,CHICAGO,FS,ADDISON,"Broadway &amp; Addison",Point,BROADWAY,"-87.647368","41.947634","36",NB,"Broadway &amp; Addison"
-87.644142897,41.838124347,31st Street & Union,,clampToGround,In Service,"18248",,CHICAGO,FS,UNION,"31st Street &amp; Union",Point,31ST STREET,"-87.644143","41.838124","31",WB,"31st Street &amp; Union"
-87.64651,41.850892001,2300 S Halsted,,clampToGround,In Service,"5812",N62,CHICAGO,MB,2300 SOUTH,2300 S Halsted,Point,HALSTED,"-87.64651","41.850892","8,N62",SB,2300 S Halsted
-87.643622325,41.910922139,North Ave & Larrabee,,clampToGround,In Service,"916",N9,CHICAGO,NS,LARRABEE,"North Ave &amp; Larrabee",Point,NORTH AVENUE,"-87.643622","41.910922","N9,72",EB,"North Ave &amp; Larrabee"
-87.646408812,41.932715402,Diversey & Orchard,,clampToGround,In Service,"11031",,CHICAGO,FS,ORCHARD,"Diversey &amp; Orchard",Point,DIVERSEY,"-87.646409","41.932715","76",EB,"Diversey &amp; Orchard"
-87.642163049,41.768817606,69th Street & Union,,clampToGround,In Service,"10169",,CHICAGO,NS,UNION (west leg),"69th Street &amp; Union",Point,69TH STREET,"-87.642163","41.768818","67",EB,"69th Street &amp; Union"
-87.643223789,41.823421927,Pershing & Union,,clampToGround,In Service,"15693",,CHICAGO,FS,UNION,"Pershing &amp; Union",Point,PERSHING,"-87.643224","41.823422","39",EB,"Pershing &amp; Union"
-87.637617,41.779798001,63rd Street & Normal,,clampToGround,In Service,"3425",N63,CHICAGO,NS,NORMAL,"63rd Street &amp; Normal",Point,63RD STREET,"-87.637617","41.779798","63",EB,"63rd Street &amp; Normal"
-87.632625786,41.886383773,LaSalle & Wacker/Lake,,clampToGround,In Service,"14058",,CHICAGO,MB,WACKER-LAKE,"LaSalle &amp; Wacker/Lake",Point,LASALLE,"-87.632626","41.886384","134,135,136,156",SB,"LaSalle &amp; Wacker/Lake"
-87.6296,41.893122,Dearborn & Ontario,,clampToGround,In Service,"1891",N22,CHICAGO,NS,ONTARIO,"Dearborn &amp; Ontario",Point,DEARBORN,"-87.6296","41.893122","22",NB,"Dearborn &amp; Ontario"
-87.628049883,41.769198977,69th Street & Perry,,clampToGround,In Service,"10087",,CHICAGO,NS,PERRY,"69th Street &amp; Perry",Point,69TH STREET,"-87.62805","41.769199","67",WB,"69th Street &amp; Perry"
-87.625538,41.792657,State & 56th Street,,clampToGround,In Service,"2307",,CHICAGO,NS,56TH STREET,"State &amp; 56th Street",Point,STATE,"-87.625538","41.792657","29",NB,"State &amp; 56th Street"
-87.626079999,41.814527,State & 44th Street,,clampToGround,In Service,"2320",,CHICAGO,NS,44TH STREET,"State &amp; 44th Street",Point,STATE,"-87.62608","41.814527","29",NB,"State &amp; 44th Street"
-87.626171686,41.830952467,35th Street & State (Green Line),,clampToGround,In Service,"14953",,CHICAGO,FS,STATE,"35th Street &amp; State (Green Line)",Point,35TH STREET,"-87.626172","41.830952","35",EB,"35th Street &amp; State (Green Line)"
-87.624931,41.888361,Wacker (Lower) & Michigan,,clampToGround,In Service,"6588",,CHICAGO,FS,MICHIGAN,"Wacker (Lower) &amp; Michigan",Point,WACKER (lower),"-87.624931","41.888361","120,121",WB,"Wacker (Lower) &amp; Michigan"
-87.684370204,41.834856943,3225 S Western,,clampToGround,In Service,"8352",N49,CHICAGO,MB,3225 SOUTH,3225 S Western,Point,WESTERN,"-87.68437","41.834857","49",NB,3225 S Western
-87.682949019,41.845899458,Blue Island & Oakley,,clampToGround,In Service,"6388",N60,CHICAGO,NS,OAKLEY,"Blue Island &amp; Oakley",Point,BLUE ISLAND,"-87.682949","41.845899","60",SWB,"Blue Island &amp; Oakley"
-87.683441474,41.867028121,Ogden & Roosevelt,,clampToGround,In Service,"14207",,CHICAGO,NS,ROOSEVELT,"Ogden &amp; Roosevelt",Point,OGDEN,"-87.683441","41.867028","12",SWB,"Ogden &amp; Roosevelt"
-87.683161469,41.867000275,Ogden & Roosevelt,,clampToGround,In Service,"13191",,CHICAGO,FS,ROOSEVELT,"Ogden &amp; Roosevelt",Point,OGDEN,"-87.683161","41.867","12",NEB,"Ogden &amp; Roosevelt"
-87.683588949,41.873987523,Harrison & Oakley,,clampToGround,In Service,"218",,CHICAGO,NS,OAKLEY,"Harrison &amp; Oakley",Point,HARRISON,"-87.683589","41.873988","7",WB,"Harrison &amp; Oakley"
-87.681270938,41.877543964,Jackson & Leavitt,,clampToGround,In Service,"40",,CHICAGO,FS,LEAVITT,"Jackson &amp; Leavitt",Point,JACKSON,"-87.681271","41.877544","126",EB,"Jackson &amp; Leavitt"
-87.684249624,41.881261324,Madison & Oakley,,clampToGround,In Service,"17600",N20,CHICAGO,FS,OAKLEY,"Madison &amp; Oakley",Point,MADISON,"-87.68425","41.881261","20",WB,"Madison &amp; Oakley"
-87.684227422,41.895865268,Chicago & Oakley,,clampToGround,In Service,"629",N66,CHICAGO,NS,OAKLEY,"Chicago &amp; Oakley",Point,CHICAGO,"-87.684227","41.895865","66",WB,"Chicago &amp; Oakley"
-87.682227695,41.910496882,North Ave & Leavitt,,clampToGround,In Service,"947",,CHICAGO,NS,LEAVITT,"North Ave &amp; Leavitt",Point,NORTH AVENUE,"-87.682228","41.910497","72",WB,"North Ave &amp; Leavitt"
-87.681474342,41.968796343,Lawrence & Hoyne,,clampToGround,In Service,"3791",N81,CHICAGO,NS,HOYNE,"Lawrence &amp; Hoyne",Point,LAWRENCE,"-87.681474","41.968796","81",WB,"Lawrence &amp; Hoyne"
-87.682673886,41.997747219,Devon & Hoyne,,clampToGround,In Service,"1732",,CHICAGO,NS,HOYNE,"Devon &amp; Hoyne",Point,DEVON,"-87.682674","41.997747","155",EB,"Devon &amp; Hoyne"
-87.6826949,42.019549758,Howard & Elmwood,,clampToGround,In Service,"3516",,EVANSTON,NS,ELMWOOD,"Howard &amp; Elmwood",Point,HOWARD,"-87.682695","42.01955","97,201,206",WB,"Howard &amp; Elmwood"
-87.678084317,41.706375283,103rd Street & Bell,,clampToGround,In Service,"12140",,CHICAGO,NS,BELL (east leg),"103rd Street &amp; Bell",Point,103RD STREET,"-87.678084","41.706375","103",EB,"103rd Street &amp; Bell"
-87.67945805,41.72108919,95th Street & Oakley,,clampToGround,In Service,"3478",,CHICAGO,NS,OAKLEY,"95th Street &amp; Oakley",Point,95TH STREET,"-87.679458","41.721089","95",WB,"95th Street &amp; Oakley"
-87.680673,41.750168,79th Street & Oakley,,clampToGround,In Service,"2668",N79,CHICAGO,FS,OAKLEY,"79th Street &amp; Oakley",Point,79TH STREET,"-87.680673","41.750168","79",WB,"79th Street &amp; Oakley"
-87.679521423,41.768435983,69th Street & Bell,,clampToGround,In Service,"10115",,CHICAGO,NS,BELL,"69th Street &amp; Bell",Point,69TH STREET,"-87.679521","41.768436","67,94",WB,"69th Street &amp; Bell"
-87.678728999,41.874037,Harrison & Hoyne,,clampToGround,In Service,"216",,CHICAGO,NS,HOYNE,"Harrison &amp; Hoyne",Point,HARRISON,"-87.678729","41.874037","7",WB,"Harrison &amp; Hoyne"
-87.677316364,41.895983008,Chicago & Damen,,clampToGround,In Service,"14519",N66,CHICAGO,FS,DAMEN,"Chicago &amp; Damen",Point,CHICAGO,"-87.677316","41.895983","66",WB,"Chicago &amp; Damen"
-87.677328214,41.903022113,Damen & Division,,clampToGround,In Service,"14963",,CHICAGO,FS,DIVISION,"Damen &amp; Division",Point,DAMEN,"-87.677328","41.903022","50",SB,"Damen &amp; Division"
-87.678171023,41.925109015,Fullerton & Damen,,clampToGround,In Service,"1236",,CHICAGO,FS,DAMEN,"Fullerton &amp; Damen",Point,FULLERTON,"-87.678171","41.925109","74",WB,"Fullerton &amp; Damen"
-87.678427,41.944948001,Damen & Cornelia,,clampToGround,In Service,"8945",,CHICAGO,NS,CORNELIA,"Damen &amp; Cornelia",Point,DAMEN,"-87.678427","41.944948","50",NB,"Damen &amp; Cornelia"
-87.678633247,41.946997578,Damen & Addison,,clampToGround,In Service,"8831",,CHICAGO,NS,ADDISON,"Damen &amp; Addison",Point,DAMEN,"-87.678633","41.946998","50",SB,"Damen &amp; Addison"
-87.678472981,41.94672399,Damen & Addison,,clampToGround,In Service,"8946",,CHICAGO,NS,ADDISON,"Damen &amp; Addison",Point,DAMEN,"-87.678473","41.946724","50",NB,"Damen &amp; Addison"
-87.679080219,41.961383528,Montrose & Damen,,clampToGround,In Service,"11352",,CHICAGO,NS,DAMEN,"Montrose &amp; Damen",Point,MONTROSE,"-87.67908","41.961384","78",EB,"Montrose &amp; Damen"
-87.67903,41.96607,Damen & Eastwood (Brown Line),,clampToGround,In Service,"4954",,CHICAGO,FT,EASTWOOD/BROWN LINE STATION,"Damen &amp; Eastwood (Brown Line)",Point,DAMEN,"-87.67903","41.96607","50",NB,"Damen &amp; Eastwood (Brown Line)"
-87.677168,41.990648,Peterson & Wolcott,,clampToGround,In Service,"11460",,CHICAGO,NT,WOLCOTT,"Peterson &amp; Wolcott",Point,PETERSON,"-87.677168","41.990648","84",EB,"Peterson &amp; Wolcott"
-87.678172407,42.008823703,Lunt & Wolcott,,clampToGround,In Service,"12053",,CHICAGO,NS,WOLCOTT,"Lunt &amp; Wolcott",Point,LUNT,"-87.678172","42.008824","96",EB,"Lunt &amp; Wolcott"
-87.676810057,41.88476449,Damen & Lake,,clampToGround,In Service,"14962",,CHICAGO,FS,LAKE,"Damen &amp; Lake",Point,DAMEN,"-87.67681","41.884764","50",SB,"Damen &amp; Lake"
-87.680680897,42.041307178,Chicago Avenue & Dempster (Purple Line),,clampToGround,Unposted,"12644",,EVANSTON,NS,DEMPSTER,"Chicago Avenue &amp; Dempster (Purple Line)",Point,CHICAGO AVENUE,"-87.680681","42.041307","206",SB,"Chicago Avenue &amp; Dempster (Purple Line)"
-87.679402709,42.06419911,Central & Orrington,,clampToGround,Flag,"14990",,EVANSTON,NS,ORRINGTON,"Central &amp; Orrington",Point,CENTRAL,"-87.679403","42.064199","201",WB,"Central &amp; Orrington"
-87.674451923,41.706452157,103rd Street & Hoyne,,clampToGround,In Service,"12142",,CHICAGO,NS,HOYNE (east leg),"103rd Street &amp; Hoyne",Point,103RD STREET,"-87.674452","41.706452","103",EB,"103rd Street &amp; Hoyne"
-87.677069881,41.721131298,95th Street & Leavitt,,clampToGround,In Service,"3477",,CHICAGO,NS,LEAVITT,"95th Street &amp; Leavitt",Point,95TH STREET,"-87.67707","41.721131","95",WB,"95th Street &amp; Leavitt"
-87.624612,41.720868,95th Red Line Station,,clampToGround,In Service,"14006",,CHICAGO,TERM,RED LINE STATION,95th Red Line Station,Point,95TH STREET,"-87.624612","41.720868","103,106",NB,95th Red Line Station
-87.621326752,41.809379828,47th Street & Indiana,,clampToGround,In Service,"17817",,CHICAGO,FS,INDIANA,"47th Street &amp; Indiana",Point,47TH STREET,"-87.621327","41.80938","47",WB,"47th Street &amp; Indiana"
-87.539844519,41.672561043,12243 S Avenue O,,clampToGround,In Service,"7337",,CHICAGO,NS,12243 S. driveway,12243 S Avenue O,Point,AVENUE O,"-87.539845","41.672561","30",NB,12243 S Avenue O
-87.833212627,41.966773983,Lawrence & Pittsburgh,,clampToGround,In Service,"9750",,NORRIDGE,NS,PITTSBURGH,"Lawrence &amp; Pittsburgh",Point,LAWRENCE,"-87.833213","41.966774",81W,WB,"Lawrence &amp; Pittsburgh"
-87.806012094,41.850219205,7250 W Cermak,,clampToGround,In Service,"6970",,NORTH RIVERSIDE,NS,7250 WEST (driveway),7250 W Cermak,Point,CERMAK,"-87.806012","41.850219","21,322",EB,7250 W Cermak
-87.806023634,41.914495277,Harlem & Cortland,,clampToGround,In Service,"15723",,ELMWOOD PARK,NS,CORTLAND,"Harlem &amp; Cortland",Point,HARLEM,"-87.806024","41.914495","90,307",SB,"Harlem &amp; Cortland"
-87.807315369,41.945324413,Addison & Harlem,,clampToGround,In Service,"17357",,CHICAGO,FS,HARLEM,"Addison &amp; Harlem",Point,ADDISON,"-87.807315","41.945324","152",WB,"Addison &amp; Harlem"
-87.804892482,41.968202735,Gunnison & Montclare,,clampToGround,In Service,"9724",,HARWOOD HEIGHTS,NT,MONTCLARE,"Gunnison &amp; Montclare",Point,GUNNISON,"-87.804892","41.968203",81W,EB,"Gunnison &amp; Montclare"
-87.807090934,41.977239092,Harlem & Summerdale,,clampToGround,In Service,"8537",,CHICAGO,NS,SUMMERDALE (south leg),"Harlem &amp; Summerdale",Point,HARLEM,"-87.807091","41.977239","90",SB,"Harlem &amp; Summerdale"
-87.803724017,41.909002063,North Ave & Neva,,clampToGround,In Service,"1001",,CHICAGO,NS,NEVA,"North Ave &amp; Neva",Point,NORTH AVENUE,"-87.803724","41.909002","72",WB,"North Ave &amp; Neva"
-87.78629762,41.777545402,63rd Street & Nashville,,clampToGround,In Service,"4656",,CHICAGO,NS,NASHVILLE,"63rd Street &amp; Nashville",Point,63RD STREET,"-87.786298","41.777545",63W,EB,"63rd Street &amp; Nashville"
-87.787001705,41.960151603,Montrose & Narragansett,,clampToGround,In Service,"17523",,CHICAGO,NS,NARRAGANSETT,"Montrose &amp; Narragansett",Point,MONTROSE,"-87.787002","41.960152","78",EB,"Montrose &amp; Narragansett"
-87.787800999,41.983011,Nagle & Bryn Mawr,,clampToGround,In Service,"9542",,CHICAGO,NS,BRYN MAWR,"Nagle &amp; Bryn Mawr",Point,NAGLE,"-87.787801","41.983011","86",SB,"Nagle &amp; Bryn Mawr"
-87.784773653,41.894440247,Ridgeland & Chicago,,clampToGround,In Service,"11730",,OAK PARK,NS,CHICAGO,"Ridgeland &amp; Chicago",Point,RIDGELAND,"-87.784774","41.89444","86",NB,"Ridgeland &amp; Chicago"
-87.783085244,41.923643179,Fullerton & Mobile,,clampToGround,In Service,"1291",,CHICAGO,NS,MOBILE,"Fullerton &amp; Mobile",Point,FULLERTON,"-87.783085","41.923643","74",EB,"Fullerton &amp; Mobile"
-87.778206631,41.909192987,North Ave & Taylor,,clampToGround,In Service,"857",,OAK PARK,NS,TAYLOR,"North Ave &amp; Taylor",Point,NORTH AVENUE,"-87.778207","41.909193","72",EB,"North Ave &amp; Taylor"
-87.780203,41.9819,Northwest Hwy & Meade,,clampToGround,In Service,"9889",,CHICAGO,NS,MEADE,"Northwest Hwy &amp; Meade",Point,NORTHWEST HWY,"-87.780203","41.9819","68",NWB,"Northwest Hwy &amp; Meade"
-87.774232,41.870322001,Austin & Railroad Ave (Blue Line),,clampToGround,In Service,"9620",,CHICAGO,NS,RAILROAD AVENUE,"Austin &amp; Railroad Ave (Blue Line)",Point,AUSTIN,"-87.774232","41.870322","91",NB,"Austin &amp; Railroad Ave (Blue Line)"
-87.77547254,41.907556612,Austin & Le Moyne,,clampToGround,In Service,"9641",,CHICAGO,FS,LE MOYNE,"Austin &amp; Le Moyne",Point,AUSTIN,"-87.775473","41.907557","91",NB,"Austin &amp; Le Moyne"
-87.777127999,41.960289001,Montrose & Austin,,clampToGround,In Service,"11312",,CHICAGO,NS,AUSTIN,"Montrose &amp; Austin",Point,MONTROSE,"-87.777128","41.960289","78",EB,"Montrose &amp; Austin"
-87.775936718,41.972456709,Higgins & Marmora,,clampToGround,In Service,"9876",,CHICAGO,NS,MARMORA,"Higgins &amp; Marmora",Point,HIGGINS,"-87.775937","41.972457","88",SEB,"Higgins &amp; Marmora"
-87.771985,41.792452001,Austin & 55th Street,,clampToGround,In Service,"4579",,CHICAGO,NS,55TH STREET,"Austin &amp; 55th Street",Point,AUSTIN,"-87.771985","41.792452",55A,NB,"Austin &amp; 55th Street"
-87.77042117,41.902136068,Division & Menard,,clampToGround,In Service,"2101",,CHICAGO,NS,MENARD,"Division &amp; Menard",Point,DIVISION,"-87.770421","41.902136","70",WB,"Division &amp; Menard"
-87.676831599,41.750154352,79th Street & Hamilton,,clampToGround,In Service,"2748",N79,CHICAGO,NT,HAMILTON,"79th Street &amp; Hamilton",Point,79TH STREET,"-87.676832","41.750154","79",EB,"79th Street &amp; Hamilton"
-87.67337358,41.755476422,Damen & 76th Street,,clampToGround,In Service,"18598",,CHICAGO,NS,76TH STREET,"Damen &amp; 76th Street",Point,DAMEN,"-87.673374","41.755476","48",SB,"Damen &amp; 76th Street"
-87.673499,41.766592,Damen & 70th Street,,clampToGround,In Service,"8719",,CHICAGO,NS,70TH STREET,"Damen &amp; 70th Street",Point,DAMEN,"-87.673499","41.766592","48,94",NB,"Damen &amp; 70th Street"
-87.668231662,41.976256234,Foster & Clark,,clampToGround,In Service,"4800",,CHICAGO,NS,CLARK,"Foster &amp; Clark",Point,FOSTER,"-87.668232","41.976256","92",WB,"Foster &amp; Clark"
-87.674061,41.784825,Damen & 60th Street,,clampToGround,In Service,"8779",,CHICAGO,NT,60TH STREET,"Damen &amp; 60th Street",Point,DAMEN,"-87.674061","41.784825","48",SB,"Damen &amp; 60th Street"
-87.673988438,41.793501145,Garfield & Damen,,clampToGround,In Service,"10524",N55,CHICAGO,FS,DAMEN,"Garfield &amp; Damen",Point,GARFIELD,"-87.673988","41.793501","55",EB,"Garfield &amp; Damen"
-87.674474265,41.797640804,Damen & 53rd Street,,clampToGround,In Service,"8771",,CHICAGO,NS,53RD STREET,"Damen &amp; 53rd Street",Point,DAMEN,"-87.674474","41.797641","48",SB,"Damen &amp; 53rd Street"
-87.674369873,41.799324487,Damen & 52nd Street,,clampToGround,In Service,"8738",,CHICAGO,NS,52ND STREET (north leg),"Damen &amp; 52nd Street",Point,DAMEN,"-87.67437","41.799324","48",NB,"Damen &amp; 52nd Street"
-87.674329077,41.801319144,51st Street & Damen,,clampToGround,In Service,"9210",,CHICAGO,NS,DAMEN,"51st Street &amp; Damen",Point,51ST STREET,"-87.674329","41.801319","51",WB,"51st Street &amp; Damen"
-87.674834862,41.808446656,47th Street & Damen,,clampToGround,In Service,"8160",,CHICAGO,NS,DAMEN,"47th Street &amp; Damen",Point,47TH STREET,"-87.674835","41.808447","47,48",EB,"47th Street &amp; Damen"
-87.67472571,41.82303734,Pershing & Damen,,clampToGround,In Service,"15245",,CHICAGO,FT,DAMEN (east leg),"Pershing &amp; Damen",Point,PERSHING,"-87.674726","41.823037","39",EB,"Pershing &amp; Damen"
-87.676217,41.863169,Damen & 14th Street,,clampToGround,In Service,"8882",,CHICAGO,NS,14TH STREET,"Damen &amp; 14th Street",Point,DAMEN,"-87.676217","41.863169","50",SB,"Damen &amp; 14th Street"
-87.676149977,41.866528777,Damen & Roosevelt,,clampToGround,In Service,"8901",,CHICAGO,NS,ROOSEVELT,"Damen &amp; Roosevelt",Point,DAMEN,"-87.67615","41.866529","50",NB,"Damen &amp; Roosevelt"
-87.676832824,41.869160715,Taylor & Damen,,clampToGround,In Service,"14205",,CHICAGO,FS,DAMEN,"Taylor &amp; Damen",Point,TAYLOR,"-87.676833","41.869161","12",WB,"Taylor &amp; Damen"
-87.676491074,41.871604322,Damen & Polk,,clampToGround,In Service,"8874",,CHICAGO,NS,POLK,"Damen &amp; Polk",Point,DAMEN,"-87.676491","41.871604","50",SB,"Damen &amp; Polk"
-87.676672353,41.877421003,Jackson & Damen,,clampToGround,In Service,"42",,CHICAGO,NS,DAMEN,"Jackson &amp; Damen",Point,JACKSON,"-87.676672","41.877421","126",EB,"Jackson &amp; Damen"
-87.67685,41.881262,Madison & Damen,,clampToGround,In Service,"428",N20,CHICAGO,NS,DAMEN,"Madison &amp; Damen",Point,MADISON,"-87.67685","41.881262","20",EB,"Madison &amp; Damen"
-87.676736425,41.881089238,Damen & Madison,,clampToGround,In Service,"17267",,CHICAGO,FS,MADISON,"Damen &amp; Madison",Point,DAMEN,"-87.676736","41.881089","50",SB,"Damen &amp; Madison"
-87.676259727,41.881246034,Madison & United Center,,clampToGround,In Service,"17536",,CHICAGO,FS,DAMEN (U Ctr. unloading),"Madison &amp; United Center",Point,MADISON,"-87.67626","41.881246","19",EB,"Madison &amp; United Center"
-87.674246634,41.881296735,Madison & United Center (1900 W),,clampToGround,In Service,"429",N20,CHICAGO,MB,UNITED CENTER (1900W),"Madison &amp; United Center (1900 W)",Point,MADISON,"-87.674247","41.881297","20",EB,"Madison &amp; United Center (1900 W)"
